umap_1,umap_2,umap_3,cluster
-1.0390316,5.2085724,13.207062,4
16.481655,0.26724613,-0.65339684,0
16.482552,0.26987034,-0.6531737,0
1.9137563,8.675519,6.681941,4
1.9154427,8.678154,6.6792264,4
16.491863,0.27590665,-0.65599567,0
16.482143,0.2745639,-0.65134186,0
16.47764,0.27596235,-0.64778656,0
1.9148153,8.678138,6.6793885,4
16.48328,0.28121233,-0.6496355,0
16.473137,0.28103074,-0.6433325,0
16.467978,0.28056544,-0.640633,0
16.466503,0.28306183,-0.63841033,0
16.462523,0.28425878,-0.63534063,0
-1.0392821,5.208307,13.206765,4
-3.1263595,24.832994,0.7843027,1
-34.281048,-8.117012,-1.8114734,2
16.456497,0.28526533,-0.6328996,0
16.453123,0.28672767,-0.6306397,0
16.449703,0.2882864,-0.6291875,0
16.445194,0.28852308,-0.62719184,0
16.44153,0.29017723,-0.62485254,0
16.437006,0.29090968,-0.62217015,0
-34.27944,-8.117023,-1.8108419,2
16.433739,0.2925115,-0.61905795,0
16.429153,0.29472986,-0.61551577,0
16.427565,0.29550937,-0.61202675,0
16.424038,0.29539877,-0.6104857,0
-1.03919,5.20766,13.206763,4
-3.1382968,24.82362,0.7688504,1
-34.277054,-8.115635,-1.810592,2
